Time,Voltage 1,Voltage 2,Voltage 3, Voltage 4,Resistance 1,Resistance 2,Resistance 3,Resistance 4,
1893,0.7,2.14,1.76,3.22,89653.84615,151644.8276,93942.85714,2254000,
1894,0.7,2.13,1.75,3.21,89653.84615,149646.1538,92806.45161,1997333.333,
1895,0.7,2.13,1.75,3.21,89653.84615,149646.1538,92806.45161,1997333.333,
1896,0.71,2.15,1.76,3.21,91285.71429,153678.2609,93942.85714,1997333.333,
1897,0.7,2.15,1.75,3.22,89653.84615,153678.2609,92806.45161,2254000,
1898,0.71,2.14,1.76,3.21,91285.71429,151644.8276,93942.85714,1997333.333,
1899,0.7,2.15,1.76,3.2,89653.84615,153678.2609,93942.85714,1792000,
1900,0.7,2.14,1.77,3.23,89653.84615,151644.8276,95094.11765,2584000,
1901,0.7,2.15,1.75,3.21,89653.84615,153678.2609,92806.45161,1997333.333,
1902,0.7,2.15,1.75,3.23,89653.84615,153678.2609,92806.45161,2584000,
1903,0.7,2.14,1.76,3.23,89653.84615,151644.8276,93942.85714,2584000,
1904,0.7,2.15,1.76,3.22,89653.84615,153678.2609,93942.85714,2254000,
1905,0.7,2.15,1.75,3.21,89653.84615,153678.2609,92806.45161,1997333.333,
1906,0.71,2.16,1.74,3.21,91285.71429,155747.3684,91684.61538,1997333.333,
1907,0.7,2.16,1.76,3.21,89653.84615,155747.3684,93942.85714,1997333.333,
1908,0.7,2.16,1.75,3.22,89653.84615,155747.3684,92806.45161,2254000,
1909,0.71,2.16,1.75,3.22,91285.71429,155747.3684,92806.45161,2254000,
1910,0.7,2.18,1.76,3.2,89653.84615,159996.4286,93942.85714,1792000,
1911,0.7,2.17,1.75,3.21,89653.84615,157853.0973,92806.45161,1997333.333,
1912,0.7,2.17,1.75,3.22,89653.84615,157853.0973,92806.45161,2254000,
1913,0.71,2.16,1.76,3.21,91285.71429,155747.3684,93942.85714,1997333.333,
1914,0.71,2.18,1.77,3.21,91285.71429,159996.4286,95094.11765,1997333.333,
1915,0.7,2.16,1.76,3.21,89653.84615,155747.3684,93942.85714,1997333.333,
1916,0.71,2.17,1.76,3.22,91285.71429,157853.0973,93942.85714,2254000,
1917,0.69,2.18,1.75,3.2,88034.48276,159996.4286,92806.45161,1792000,
1918,0.7,2.18,1.75,3.22,89653.84615,159996.4286,92806.45161,2254000,
1919,0.7,2.18,1.76,3.2,89653.84615,159996.4286,93942.85714,1792000,
1920,0.7,2.18,1.75,3.21,89653.84615,159996.4286,92806.45161,1997333.333,
1921,0.69,2.18,1.75,3.21,88034.48276,159996.4286,92806.45161,1997333.333,
1922,0.7,2.18,1.77,3.21,89653.84615,159996.4286,95094.11765,1997333.333,
1923,0.69,2.18,1.75,3.23,88034.48276,159996.4286,92806.45161,2584000,
1924,0.7,2.2,1.75,3.21,89653.84615,164400,92806.45161,1997333.333,
1925,0.7,2.18,1.75,3.22,89653.84615,159996.4286,92806.45161,2254000,
1926,0.71,2.2,1.76,3.21,91285.71429,164400,93942.85714,1997333.333,
1927,0.71,2.19,1.75,3.21,91285.71429,162178.3784,92806.45161,1997333.333,
1928,0.69,2.21,1.77,3.21,88034.48276,166662.3853,95094.11765,1997333.333,
1929,0.71,2.2,1.77,3.21,91285.71429,164400,95094.11765,1997333.333,
1930,0.69,2.2,1.76,3.2,88034.48276,164400,93942.85714,1792000,
1931,0.69,2.2,1.75,3.21,88034.48276,164400,92806.45161,1997333.333,
1932,0.7,2.2,1.76,3.22,89653.84615,164400,93942.85714,2254000,
1933,0.7,2.21,1.75,3.22,89653.84615,166662.3853,92806.45161,2254000,
1934,0.71,2.2,1.76,3.21,91285.71429,164400,93942.85714,1997333.333,
1935,0.71,2.22,1.76,3.23,91285.71429,168966.6667,93942.85714,2584000,
1936,0.71,2.22,1.76,3.22,91285.71429,168966.6667,93942.85714,2254000,
1937,0.7,2.22,1.76,3.22,89653.84615,168966.6667,93942.85714,2254000,
1938,0.7,2.21,1.76,3.23,89653.84615,166662.3853,93942.85714,2584000,
1939,0.7,2.22,1.77,3.21,89653.84615,168966.6667,95094.11765,1997333.333,
1940,0.7,2.22,1.76,3.22,89653.84615,168966.6667,93942.85714,2254000,
1941,0.7,2.22,1.77,3.21,89653.84615,168966.6667,95094.11765,1997333.333,
1942,0.71,2.22,1.76,3.23,91285.71429,168966.6667,93942.85714,2584000,
1943,0.69,2.22,1.77,3.21,88034.48276,168966.6667,95094.11765,1997333.333,
1944,0.7,2.23,1.75,3.23,89653.84615,171314.0187,92806.45161,2584000,
1945,0.69,2.23,1.75,3.21,88034.48276,171314.0187,92806.45161,1997333.333,
1946,0.7,2.24,1.77,3.23,89653.84615,173705.6604,95094.11765,2584000,
1947,0.71,2.23,1.77,3.21,91285.71429,171314.0187,95094.11765,1997333.333,
1948,0.7,2.24,1.77,3.21,89653.84615,173705.6604,95094.11765,1997333.333,
1949,0.7,2.23,1.75,3.23,89653.84615,171314.0187,92806.45161,2584000,
1950,0.71,2.24,1.75,3.22,91285.71429,173705.6604,92806.45161,2254000,
1951,0.71,2.23,1.76,3.22,91285.71429,171314.0187,93942.85714,2254000,
1952,0.7,2.25,1.76,3.23,89653.84615,176142.8571,93942.85714,2584000,
1953,0.69,2.24,1.75,3.22,88034.48276,173705.6604,92806.45161,2254000,
1954,0.69,2.24,1.77,3.23,88034.48276,173705.6604,95094.11765,2584000,
1955,0.71,2.24,1.77,3.21,91285.71429,173705.6604,95094.11765,1997333.333,
1956,0.69,2.24,1.77,3.22,88034.48276,173705.6604,95094.11765,2254000,
1957,0.7,2.25,1.76,3.2,89653.84615,176142.8571,93942.85714,1792000,
1958,0.7,2.26,1.77,3.21,89653.84615,178626.9231,95094.11765,1997333.333,
1959,0.69,2.25,1.77,3.22,88034.48276,176142.8571,95094.11765,2254000,
1960,0.7,2.25,1.76,3.22,89653.84615,176142.8571,93942.85714,2254000,
1961,0.69,2.27,1.76,3.2,88034.48276,181159.2233,93942.85714,1792000,
1962,0.69,2.27,1.76,3.21,88034.48276,181159.2233,93942.85714,1997333.333,
1963,0.69,2.27,1.77,3.23,88034.48276,181159.2233,95094.11765,2584000,
1964,0.7,2.27,1.76,3.22,89653.84615,181159.2233,93942.85714,2254000,
1965,0.69,2.27,1.76,3.23,88034.48276,181159.2233,93942.85714,2584000,
1966,0.68,2.27,1.77,3.21,86427.48092,181159.2233,95094.11765,1997333.333,
1967,0.69,2.28,1.77,3.22,88034.48276,183741.1765,95094.11765,2254000,
1968,0.69,2.27,1.77,3.23,88034.48276,181159.2233,95094.11765,2584000,
1969,0.69,2.27,1.76,3.21,88034.48276,181159.2233,93942.85714,1997333.333,
1970,0.7,2.27,1.77,3.23,89653.84615,181159.2233,95094.11765,2584000,
1971,0.68,2.27,1.77,3.21,86427.48092,181159.2233,95094.11765,1997333.333,
1972,0.7,2.28,1.78,3.22,89653.84615,183741.1765,96260.52632,2254000,
1973,0.7,2.27,1.76,3.21,89653.84615,181159.2233,93942.85714,1997333.333,
1974,0.71,2.27,1.77,3.21,91285.71429,181159.2233,95094.11765,1997333.333,
1975,0.69,2.28,1.77,3.21,88034.48276,183741.1765,95094.11765,1997333.333,
1976,0.7,2.28,1.77,3.21,89653.84615,183741.1765,95094.11765,1997333.333,
1977,0.7,2.28,1.77,3.21,89653.84615,183741.1765,95094.11765,1997333.333,
1978,0.7,2.28,1.77,3.21,89653.84615,183741.1765,95094.11765,1997333.333,
1979,0.68,2.29,1.76,3.22,86427.48092,186374.2574,93942.85714,2254000,
1980,0.69,2.28,1.76,3.21,88034.48276,183741.1765,93942.85714,1997333.333,
1981,0.7,2.29,1.77,3.22,89653.84615,186374.2574,95094.11765,2254000,
1982,0.68,2.3,1.77,3.21,86427.48092,189060,95094.11765,1997333.333,
1983,0.69,2.29,1.78,3.2,88034.48276,186374.2574,96260.52632,1792000,
1984,0.69,2.29,1.77,3.22,88034.48276,186374.2574,95094.11765,2254000,
1985,0.69,2.29,1.77,3.21,88034.48276,186374.2574,95094.11765,1997333.333,
1986,0.69,2.3,1.76,3.21,88034.48276,189060,93942.85714,1997333.333,
1987,0.7,2.31,1.77,3.22,89653.84615,191800,95094.11765,2254000,
1988,0.7,2.31,1.77,3.22,89653.84615,191800,95094.11765,2254000,
1989,0.7,2.29,1.78,3.22,89653.84615,186374.2574,96260.52632,2254000,
1990,0.7,2.31,1.77,3.2,89653.84615,191800,95094.11765,1792000,
1991,0.7,2.31,1.77,3.23,89653.84615,191800,95094.11765,2584000,
1992,0.68,2.32,1.77,3.23,86427.48092,194595.9184,95094.11765,2584000,
1993,0.7,2.31,1.77,3.22,89653.84615,191800,95094.11765,2254000,
1994,0.69,2.31,1.78,3.21,88034.48276,191800,96260.52632,1997333.333,
1995,0.69,2.32,1.77,3.21,88034.48276,194595.9184,95094.11765,1997333.333,
1996,0.69,2.31,1.77,3.21,88034.48276,191800,95094.11765,1997333.333,
1997,0.69,2.32,1.78,3.22,88034.48276,194595.9184,96260.52632,2254000,
1998,0.69,2.32,1.76,3.21,88034.48276,194595.9184,93942.85714,1997333.333,
1999,0.68,2.33,1.77,3.23,86427.48092,197449.4845,95094.11765,2584000,
2000,0.69,2.32,1.77,3.22,88034.48276,194595.9184,95094.11765,2254000,
2001,0.69,2.33,1.77,3.21,88034.48276,197449.4845,95094.11765,1997333.333,
2002,0.7,2.33,1.77,3.22,89653.84615,197449.4845,95094.11765,2254000,
2003,0.7,2.33,1.78,3.21,89653.84615,197449.4845,96260.52632,1997333.333,
2004,0.7,2.33,1.77,3.22,89653.84615,197449.4845,95094.11765,2254000,
2005,0.69,2.34,1.77,3.22,88034.48276,200362.5,95094.11765,2254000,
2006,0.69,2.34,1.77,3.21,88034.48276,200362.5,95094.11765,1997333.333,
2007,0.7,2.34,1.77,3.23,89653.84615,200362.5,95094.11765,2584000,
2008,0.69,2.34,1.78,3.21,88034.48276,200362.5,96260.52632,1997333.333,
2009,0.7,2.33,1.78,3.23,89653.84615,197449.4845,96260.52632,2584000,
2010,0.7,2.33,1.77,3.22,89653.84615,197449.4845,95094.11765,2254000,
2011,0.69,2.35,1.77,3.21,88034.48276,203336.8421,95094.11765,1997333.333,
2012,0.69,2.34,1.77,3.21,88034.48276,200362.5,95094.11765,1997333.333,
2013,0.69,2.34,1.78,3.21,88034.48276,200362.5,96260.52632,1997333.333,
2014,0.7,2.35,1.77,3.22,89653.84615,203336.8421,95094.11765,2254000,
2015,0.69,2.34,1.77,3.23,88034.48276,200362.5,95094.11765,2584000,
2016,0.69,2.35,1.78,3.2,88034.48276,203336.8421,96260.52632,1792000,
2017,0.69,2.34,1.79,3.21,88034.48276,200362.5,97442.38411,1997333.333,
2018,0.69,2.35,1.77,3.23,88034.48276,203336.8421,95094.11765,2584000,
2019,0.69,2.35,1.78,3.21,88034.48276,203336.8421,96260.52632,1997333.333,
2020,0.69,2.35,1.78,3.22,88034.48276,203336.8421,96260.52632,2254000,
2021,0.7,2.36,1.79,3.21,89653.84615,206374.4681,97442.38411,1997333.333,
2022,0.7,2.35,1.77,3.22,89653.84615,203336.8421,95094.11765,2254000,
2023,0.7,2.35,1.78,3.21,89653.84615,203336.8421,96260.52632,1997333.333,
2024,0.7,2.35,1.78,3.23,89653.84615,203336.8421,96260.52632,2584000,
2025,0.7,2.36,1.79,3.22,89653.84615,206374.4681,97442.38411,2254000,
2026,0.7,2.36,1.79,3.22,89653.84615,206374.4681,97442.38411,2254000,
2027,0.71,2.36,1.78,3.22,91285.71429,206374.4681,96260.52632,2254000,
2028,0.69,2.37,1.79,3.21,88034.48276,209477.4194,97442.38411,1997333.333,
2029,0.7,2.37,1.79,3.22,89653.84615,209477.4194,97442.38411,2254000,
2030,0.69,2.37,1.78,3.22,88034.48276,209477.4194,96260.52632,2254000,
2031,0.7,2.38,1.78,3.21,89653.84615,212647.8261,96260.52632,1997333.333,
2032,0.7,2.37,1.79,3.22,89653.84615,209477.4194,97442.38411,2254000,
2033,0.69,2.37,1.78,3.21,88034.48276,209477.4194,96260.52632,1997333.333,
2034,0.7,2.39,1.79,3.23,89653.84615,215887.9121,97442.38411,2584000,
2035,0.69,2.37,1.78,3.21,88034.48276,209477.4194,96260.52632,1997333.333,
2036,0.7,2.37,1.78,3.23,89653.84615,209477.4194,96260.52632,2584000,
2037,0.69,2.39,1.78,3.21,88034.48276,215887.9121,96260.52632,1997333.333,
2038,0.7,2.37,1.78,3.23,89653.84615,209477.4194,96260.52632,2584000,
2039,0.71,2.38,1.79,3.22,91285.71429,212647.8261,97442.38411,2254000,
2040,0.7,2.38,1.79,3.22,89653.84615,212647.8261,97442.38411,2254000,
2041,0.7,2.39,1.78,3.23,89653.84615,215887.9121,96260.52632,2584000,
2042,0.7,2.39,1.79,3.22,89653.84615,215887.9121,97442.38411,2254000,
2043,0.7,2.39,1.78,3.21,89653.84615,215887.9121,96260.52632,1997333.333,
2044,0.69,2.39,1.78,3.22,88034.48276,215887.9121,96260.52632,2254000,
2045,0.69,2.38,1.78,3.21,88034.48276,212647.8261,96260.52632,1997333.333,
2046,0.71,2.4,1.78,3.21,91285.71429,219200,96260.52632,1997333.333,
2047,0.7,2.39,1.78,3.23,89653.84615,215887.9121,96260.52632,2584000,
2048,0.71,2.4,1.78,3.23,91285.71429,219200,96260.52632,2584000,
2049,0.7,2.41,1.79,3.21,89653.84615,222586.5169,97442.38411,1997333.333,
2050,0.71,2.4,1.78,3.23,91285.71429,219200,96260.52632,2584000,
2051,0.7,2.39,1.78,3.2,89653.84615,215887.9121,96260.52632,1792000,
2052,0.7,2.4,1.78,3.21,89653.84615,219200,96260.52632,1997333.333,
2053,0.68,2.41,1.79,3.22,86427.48092,222586.5169,97442.38411,2254000,
2054,0.69,2.4,1.78,3.22,88034.48276,219200,96260.52632,2254000,
2055,0.69,2.4,1.78,3.2,88034.48276,219200,96260.52632,1792000,
2056,0.7,2.41,1.79,3.21,89653.84615,222586.5169,97442.38411,1997333.333,
2057,0.7,2.41,1.78,3.21,89653.84615,222586.5169,96260.52632,1997333.333,
2058,0.69,2.4,1.79,3.21,88034.48276,219200,97442.38411,1997333.333,
2059,0.7,2.42,1.78,3.21,89653.84615,226050,96260.52632,1997333.333,
2060,0.71,2.41,1.77,3.21,91285.71429,222586.5169,95094.11765,1997333.333,
2061,0.7,2.41,1.78,3.22,89653.84615,222586.5169,96260.52632,2254000,
2062,0.7,2.41,1.78,3.22,89653.84615,222586.5169,96260.52632,2254000,
2063,0.71,2.42,1.78,3.21,91285.71429,226050,96260.52632,1997333.333,
2064,0.69,2.41,1.79,3.22,88034.48276,222586.5169,97442.38411,2254000,
2065,0.69,2.41,1.78,3.23,88034.48276,222586.5169,96260.52632,2584000,
2066,0.71,2.43,1.78,3.22,91285.71429,229593.1034,96260.52632,2254000,
2067,0.7,2.42,1.78,3.21,89653.84615,226050,96260.52632,1997333.333,
2068,0.69,2.43,1.79,3.22,88034.48276,229593.1034,97442.38411,2254000,
2069,0.7,2.43,1.79,3.23,89653.84615,229593.1034,97442.38411,2584000,
2070,0.71,2.42,1.78,3.21,91285.71429,226050,96260.52632,1997333.333,
2071,0.7,2.44,1.79,3.22,89653.84615,233218.6047,97442.38411,2254000,
2072,0.7,2.43,1.78,3.22,89653.84615,229593.1034,96260.52632,2254000,
2073,0.69,2.44,1.79,3.2,88034.48276,233218.6047,97442.38411,1792000,
2074,0.71,2.43,1.78,3.22,91285.71429,229593.1034,96260.52632,2254000,
2075,0.71,2.43,1.78,3.21,91285.71429,229593.1034,96260.52632,1997333.333,
2076,0.69,2.44,1.78,3.24,88034.48276,233218.6047,96260.52632,3024000,
2077,0.7,2.44,1.79,3.23,89653.84615,233218.6047,97442.38411,2584000,
2078,0.71,2.45,1.78,3.22,91285.71429,236929.4118,96260.52632,2254000,
2079,0.69,2.44,1.78,3.22,88034.48276,233218.6047,96260.52632,2254000,
2080,0.7,2.44,1.79,3.2,89653.84615,233218.6047,97442.38411,1792000,
2081,0.7,2.43,1.79,3.21,89653.84615,229593.1034,97442.38411,1997333.333,
2082,0.7,2.45,1.79,3.21,89653.84615,236929.4118,97442.38411,1997333.333,
2083,0.7,2.44,1.79,3.22,89653.84615,233218.6047,97442.38411,2254000,
2084,0.7,2.45,1.79,3.22,89653.84615,236929.4118,97442.38411,2254000,
2085,0.7,2.45,1.78,3.23,89653.84615,236929.4118,96260.52632,2584000,
2086,0.7,2.45,1.79,3.21,89653.84615,236929.4118,97442.38411,1997333.333,
2087,0.7,2.45,1.78,3.21,89653.84615,236929.4118,96260.52632,1997333.333,
2088,0.71,2.44,1.78,3.23,91285.71429,233218.6047,96260.52632,2584000,
2089,0.7,2.45,1.79,3.21,89653.84615,236929.4118,97442.38411,1997333.333,
2090,0.7,2.45,1.79,3.22,89653.84615,236929.4118,97442.38411,2254000,
2091,0.7,2.45,1.79,3.21,89653.84615,236929.4118,97442.38411,1997333.333,
2092,0.7,2.46,1.77,3.21,89653.84615,240728.5714,95094.11765,1997333.333,
2093,0.7,2.45,1.78,3.22,89653.84615,236929.4118,96260.52632,2254000,
2094,0.69,2.46,1.79,3.2,88034.48276,240728.5714,97442.38411,1792000,
2095,0.69,2.46,1.79,3.21,88034.48276,240728.5714,97442.38411,1997333.333,
2096,0.69,2.46,1.79,3.22,88034.48276,240728.5714,97442.38411,2254000,
2097,0.7,2.46,1.78,3.21,89653.84615,240728.5714,96260.52632,1997333.333,
2098,0.7,2.46,1.79,3.21,89653.84615,240728.5714,97442.38411,1997333.333,
2099,0.7,2.47,1.78,3.21,89653.84615,244619.2771,96260.52632,1997333.333,
2100,0.7,2.47,1.78,3.23,89653.84615,244619.2771,96260.52632,2584000,
2101,0.7,2.47,1.78,3.21,89653.84615,244619.2771,96260.52632,1997333.333,
2102,0.69,2.46,1.78,3.23,88034.48276,240728.5714,96260.52632,2584000,
2103,0.7,2.46,1.78,3.23,89653.84615,240728.5714,96260.52632,2584000,
2104,0.7,2.47,1.79,3.21,89653.84615,244619.2771,97442.38411,1997333.333,
2105,0.69,2.46,1.78,3.22,88034.48276,240728.5714,96260.52632,2254000,
2106,0.69,2.47,1.79,3.22,88034.48276,244619.2771,97442.38411,2254000,
2107,0.7,2.48,1.78,3.22,89653.84615,248604.878,96260.52632,2254000,
2108,0.69,2.49,1.78,3.21,88034.48276,252688.8889,96260.52632,1997333.333,
2109,0.69,2.49,1.78,3.23,88034.48276,252688.8889,96260.52632,2584000,
2110,0.7,2.49,1.79,3.23,89653.84615,252688.8889,97442.38411,2584000,
2111,0.7,2.47,1.78,3.22,89653.84615,244619.2771,96260.52632,2254000,
2112,0.7,2.49,1.78,3.23,89653.84615,252688.8889,96260.52632,2584000,
2113,0.7,2.49,1.79,3.21,89653.84615,252688.8889,97442.38411,1997333.333,
2114,0.7,2.49,1.78,3.23,89653.84615,252688.8889,96260.52632,2584000,
2115,0.69,2.49,1.78,3.21,88034.48276,252688.8889,96260.52632,1997333.333,
2116,0.69,2.49,1.78,3.22,88034.48276,252688.8889,96260.52632,2254000,
2117,0.69,2.48,1.79,3.22,88034.48276,248604.878,97442.38411,2254000,
2118,0.69,2.49,1.79,3.21,88034.48276,252688.8889,97442.38411,1997333.333,
2119,0.69,2.5,1.79,3.22,88034.48276,256875,97442.38411,2254000,
2120,0.71,2.5,1.78,3.21,91285.71429,256875,96260.52632,1997333.333,
2121,0.7,2.49,1.79,3.22,89653.84615,252688.8889,97442.38411,2254000,
2122,0.69,2.49,1.78,3.22,88034.48276,252688.8889,96260.52632,2254000,
2123,0.69,2.51,1.8,3.21,88034.48276,261167.0886,98640,1997333.333,
2124,0.71,2.51,1.78,3.21,91285.71429,261167.0886,96260.52632,1997333.333,
2125,0.69,2.5,1.8,3.23,88034.48276,256875,98640,2584000,
2126,0.7,2.51,1.78,3.23,89653.84615,261167.0886,96260.52632,2584000,
2127,0.7,2.51,1.78,3.23,89653.84615,261167.0886,96260.52632,2584000,
2128,0.69,2.5,1.78,3.21,88034.48276,256875,96260.52632,1997333.333,
2129,0.68,2.5,1.79,3.21,86427.48092,256875,97442.38411,1997333.333,
2130,0.68,2.5,1.78,3.21,86427.48092,256875,96260.52632,1997333.333,
2131,0.69,2.51,1.79,3.23,88034.48276,261167.0886,97442.38411,2584000,
2132,0.7,2.51,1.79,3.23,89653.84615,261167.0886,97442.38411,2584000,
2133,0.69,2.51,1.79,3.22,88034.48276,261167.0886,97442.38411,2254000,
2134,0.69,2.5,1.8,3.21,88034.48276,256875,98640,1997333.333,
2135,0.7,2.52,1.8,3.22,89653.84615,265569.2308,98640,2254000,
2136,0.69,2.51,1.79,3.23,88034.48276,261167.0886,97442.38411,2584000,
2137,0.69,2.51,1.8,3.23,88034.48276,261167.0886,98640,2584000,
2138,0.7,2.52,1.78,3.21,89653.84615,265569.2308,96260.52632,1997333.333,
2139,0.68,2.51,1.79,3.22,86427.48092,261167.0886,97442.38411,2254000,
2140,0.7,2.52,1.79,3.22,89653.84615,265569.2308,97442.38411,2254000,
2141,0.69,2.53,1.78,3.22,88034.48276,270085.7143,96260.52632,2254000,
2142,0.69,2.52,1.79,3.23,88034.48276,265569.2308,97442.38411,2584000,
2143,0.7,2.51,1.78,3.2,89653.84615,261167.0886,96260.52632,1792000,
2144,0.69,2.53,1.78,3.22,88034.48276,270085.7143,96260.52632,2254000,
2145,0.69,2.52,1.79,3.21,88034.48276,265569.2308,97442.38411,1997333.333,
2146,0.7,2.52,1.8,3.21,89653.84615,265569.2308,98640,1997333.333,
2147,0.68,2.52,1.8,3.23,86427.48092,265569.2308,98640,2584000,
2148,0.69,2.53,1.79,3.21,88034.48276,270085.7143,97442.38411,1997333.333,
2149,0.69,2.52,1.79,3.24,88034.48276,265569.2308,97442.38411,3024000,
2150,0.68,2.52,1.8,3.22,86427.48092,265569.2308,98640,2254000,
2151,0.7,2.51,1.78,3.21,89653.84615,261167.0886,96260.52632,1997333.333,
2152,0.68,2.53,1.79,3.22,86427.48092,270085.7143,97442.38411,2254000,
2153,0.68,2.54,1.79,3.21,86427.48092,274721.0526,97442.38411,1997333.333,
2154,0.69,2.54,1.79,3.23,88034.48276,274721.0526,97442.38411,2584000,
2155,0.7,2.53,1.78,3.23,89653.84615,270085.7143,96260.52632,2584000,
2156,0.68,2.53,1.8,3.22,86427.48092,270085.7143,98640,2254000,
2157,0.69,2.53,1.8,3.22,88034.48276,270085.7143,98640,2254000,
2158,0.68,2.54,1.79,3.23,86427.48092,274721.0526,97442.38411,2584000,
2159,0.69,2.53,1.78,3.21,88034.48276,270085.7143,96260.52632,1997333.333,
2160,0.69,2.54,1.8,3.22,88034.48276,274721.0526,98640,2254000,
2161,0.69,2.53,1.8,3.23,88034.48276,270085.7143,98640,2584000,
2162,0.7,2.54,1.8,3.21,89653.84615,274721.0526,98640,1997333.333,
2163,0.69,2.53,1.79,3.21,88034.48276,270085.7143,97442.38411,1997333.333,
2164,0.68,2.52,1.78,3.23,86427.48092,265569.2308,96260.52632,2584000,
2165,0.69,2.54,1.79,3.22,88034.48276,274721.0526,97442.38411,2254000,
2166,0.69,2.53,1.79,3.23,88034.48276,270085.7143,97442.38411,2584000,
2167,0.69,2.54,1.8,3.21,88034.48276,274721.0526,98640,1997333.333,
2168,0.7,2.54,1.78,3.23,89653.84615,274721.0526,96260.52632,2584000,
2169,0.69,2.55,1.79,3.21,88034.48276,279480,97442.38411,1997333.333,
2170,0.68,2.55,1.8,3.21,86427.48092,279480,98640,1997333.333,
2171,0.68,2.54,1.8,3.23,86427.48092,274721.0526,98640,2584000,
2172,0.69,2.55,1.79,3.23,88034.48276,279480,97442.38411,2584000,
2173,0.69,2.55,1.79,3.21,88034.48276,279480,97442.38411,1997333.333,
2174,0.69,2.54,1.78,3.24,88034.48276,274721.0526,96260.52632,3024000,
2175,0.69,2.55,1.79,3.22,88034.48276,279480,97442.38411,2254000,
2176,0.68,2.56,1.8,3.22,86427.48092,284367.5676,98640,2254000,
2177,0.68,2.54,1.79,3.21,86427.48092,274721.0526,97442.38411,1997333.333,
2178,0.68,2.55,1.79,3.22,86427.48092,279480,97442.38411,2254000,
2179,0.7,2.55,1.79,3.22,89653.84615,279480,97442.38411,2254000,
2180,0.7,2.55,1.8,3.21,89653.84615,279480,98640,1997333.333,
2181,0.7,2.54,1.78,3.23,89653.84615,274721.0526,96260.52632,2584000,
2182,0.69,2.54,1.8,3.22,88034.48276,274721.0526,98640,2254000,
2183,0.68,2.54,1.78,3.21,86427.48092,274721.0526,96260.52632,1997333.333,
2184,0.69,2.55,1.79,3.22,88034.48276,279480,97442.38411,2254000,
2185,0.68,2.56,1.79,3.23,86427.48092,284367.5676,97442.38411,2584000,
2186,0.69,2.55,1.79,3.22,88034.48276,279480,97442.38411,2254000,
2187,0.69,2.55,1.79,3.21,88034.48276,279480,97442.38411,1997333.333,
2188,0.7,2.55,1.79,3.21,89653.84615,279480,97442.38411,1997333.333,
2189,0.69,2.56,1.79,3.22,88034.48276,284367.5676,97442.38411,2254000,
2190,0.69,2.55,1.8,3.21,88034.48276,279480,98640,1997333.333,
2191,0.7,2.56,1.79,3.23,89653.84615,284367.5676,97442.38411,2584000,
2192,0.69,2.56,1.78,3.24,88034.48276,284367.5676,96260.52632,3024000,
2193,0.7,2.57,1.79,3.21,89653.84615,289389.0411,97442.38411,1997333.333,
2194,0.68,2.57,1.8,3.2,86427.48092,289389.0411,98640,1792000,
2195,0.69,2.57,1.79,3.22,88034.48276,289389.0411,97442.38411,2254000,
2196,0.69,2.56,1.79,3.21,88034.48276,284367.5676,97442.38411,1997333.333,
2197,0.68,2.58,1.79,3.23,86427.48092,294550,97442.38411,2584000,
2198,0.69,2.57,1.78,3.21,88034.48276,289389.0411,96260.52632,1997333.333,
2199,0.68,2.57,1.8,3.21,86427.48092,289389.0411,98640,1997333.333,
2200,0.69,2.58,1.8,3.23,88034.48276,294550,98640,2584000,
2201,0.7,2.58,1.8,3.22,89653.84615,294550,98640,2254000,
2202,0.7,2.57,1.78,3.22,89653.84615,289389.0411,96260.52632,2254000,
2203,0.69,2.57,1.79,3.22,88034.48276,289389.0411,97442.38411,2254000,
2204,0.69,2.59,1.79,3.23,88034.48276,299856.338,97442.38411,2584000,
2205,0.68,2.57,1.78,3.22,86427.48092,289389.0411,96260.52632,2254000,
2206,0.69,2.57,1.78,3.21,88034.48276,289389.0411,96260.52632,1997333.333,
2207,0.7,2.59,1.79,3.22,89653.84615,299856.338,97442.38411,2254000,
2208,0.7,2.58,1.79,3.21,89653.84615,294550,97442.38411,1997333.333,
2209,0.69,2.57,1.79,3.22,88034.48276,289389.0411,97442.38411,2254000,
2210,0.69,2.59,1.78,3.23,88034.48276,299856.338,96260.52632,2584000,
2211,0.7,2.58,1.79,3.23,89653.84615,294550,97442.38411,2584000,
2212,0.68,2.58,1.8,3.22,86427.48092,294550,98640,2254000,
2213,0.69,2.58,1.78,3.21,88034.48276,294550,96260.52632,1997333.333,
2214,0.7,2.58,1.81,3.21,89653.84615,294550,99853.69128,1997333.333,
2215,0.69,2.59,1.79,3.22,88034.48276,299856.338,97442.38411,2254000,
2216,0.7,2.58,1.8,3.22,89653.84615,294550,98640,2254000,
2217,0.69,2.58,1.8,3.22,88034.48276,294550,98640,2254000,
2218,0.7,2.6,1.79,3.23,89653.84615,305314.2857,97442.38411,2584000,
2219,0.7,2.59,1.79,3.23,89653.84615,299856.338,97442.38411,2584000,
2220,0.68,2.59,1.8,3.22,86427.48092,299856.338,98640,2254000,
2221,0.69,2.59,1.8,3.21,88034.48276,299856.338,98640,1997333.333,
2222,0.68,2.59,1.8,3.21,86427.48092,299856.338,98640,1997333.333,
2223,0.69,2.6,1.8,3.23,88034.48276,305314.2857,98640,2584000,
2224,0.69,2.59,1.8,3.22,88034.48276,299856.338,98640,2254000,
