Time,Voltage 1,Voltage 2,Voltage 3, Voltage 4,Resistance 1,Resistance 2,Resistance 3,Resistance 4,
1186,0.6,2.62,1.88,3.15,74000,316711.7647,108828.169,1176000,
1187,0.6,2.64,1.9,3.17,74000,328800,111557.1429,1365538.462,
1188,0.59,2.63,1.9,3.15,72498.15498,322665.6716,111557.1429,1176000,
1189,0.6,2.62,1.94,3.17,74000,316711.7647,117255.8824,1365538.462,
1190,0.59,2.62,1.91,3.16,72498.15498,316711.7647,112951.0791,1264000,
1191,0.59,2.62,1.9,3.16,72498.15498,316711.7647,111557.1429,1264000,
1192,0.6,2.61,1.9,3.16,74000,310930.4348,111557.1429,1264000,
1193,0.6,2.63,1.91,3.15,74000,322665.6716,112951.0791,1176000,
1194,0.59,2.63,1.9,3.16,72498.15498,322665.6716,111557.1429,1264000,
1195,0.59,2.62,1.91,3.15,72498.15498,316711.7647,112951.0791,1176000,
1196,0.59,2.63,1.91,3.15,72498.15498,322665.6716,112951.0791,1176000,
1197,0.61,2.62,1.9,3.17,75513.01115,316711.7647,111557.1429,1365538.462,
1198,0.59,2.62,1.91,3.17,72498.15498,316711.7647,112951.0791,1365538.462,
1199,0.59,2.62,1.91,3.16,72498.15498,316711.7647,112951.0791,1264000,
1200,0.6,2.6,1.92,3.15,74000,305314.2857,114365.2174,1176000,
1201,0.59,2.62,1.9,3.17,72498.15498,316711.7647,111557.1429,1365538.462,
1202,0.59,2.61,1.91,3.17,72498.15498,310930.4348,112951.0791,1365538.462,
1203,0.6,2.6,1.91,3.16,74000,305314.2857,112951.0791,1264000,
1204,0.58,2.62,1.91,3.15,71007.35294,316711.7647,112951.0791,1176000,
1205,0.58,2.6,1.9,3.16,71007.35294,305314.2857,111557.1429,1264000,
1206,0.59,2.61,1.91,3.16,72498.15498,310930.4348,112951.0791,1264000,
1207,0.59,2.6,1.92,3.15,72498.15498,305314.2857,114365.2174,1176000,
1208,0.58,2.6,1.91,3.17,71007.35294,305314.2857,112951.0791,1365538.462,
1209,0.59,2.58,1.92,3.15,72498.15498,294550,114365.2174,1176000,
1210,0.6,2.6,1.9,3.17,74000,305314.2857,111557.1429,1365538.462,
1211,0.59,2.59,1.92,3.17,72498.15498,299856.338,114365.2174,1365538.462,
1212,0.6,2.58,1.9,3.18,74000,294550,111557.1429,1484000,
1213,0.61,2.58,1.91,3.16,75513.01115,294550,112951.0791,1264000,
1214,0.61,2.58,1.91,3.18,75513.01115,294550,112951.0791,1484000,
1215,0.6,2.58,1.9,3.16,74000,294550,111557.1429,1264000,
1216,0.61,2.57,1.9,3.17,75513.01115,289389.0411,111557.1429,1365538.462,
1217,0.61,2.58,1.89,3.16,75513.01115,294550,110182.9787,1264000,
1218,0.61,2.57,1.89,3.17,75513.01115,289389.0411,110182.9787,1365538.462,
1219,0.61,2.57,1.91,3.17,75513.01115,289389.0411,112951.0791,1365538.462,
1220,0.61,2.57,1.89,3.18,75513.01115,289389.0411,110182.9787,1484000,
1221,0.61,2.58,1.91,3.17,75513.01115,294550,112951.0791,1365538.462,
1222,0.61,2.57,1.89,3.16,75513.01115,289389.0411,110182.9787,1264000,
1223,0.61,2.58,1.9,3.17,75513.01115,294550,111557.1429,1365538.462,
1224,0.61,2.57,1.89,3.17,75513.01115,289389.0411,110182.9787,1365538.462,
1225,0.62,2.57,1.91,3.16,77037.31343,289389.0411,112951.0791,1264000,
1226,0.61,2.57,1.9,3.16,75513.01115,289389.0411,111557.1429,1264000,
1227,0.63,2.57,1.91,3.18,78573.03371,289389.0411,112951.0791,1484000,
1228,0.62,2.57,1.92,3.17,77037.31343,289389.0411,114365.2174,1365538.462,
1229,0.62,2.55,1.9,3.16,77037.31343,279480,111557.1429,1264000,
1230,0.61,2.57,1.91,3.18,75513.01115,289389.0411,112951.0791,1484000,
1231,0.63,2.55,1.91,3.18,78573.03371,279480,112951.0791,1484000,
1232,0.63,2.54,1.97,3.19,78573.03371,274721.0526,121754.8872,1624000,
1233,0.62,2.56,1.91,3.18,77037.31343,284367.5676,112951.0791,1484000,
1234,0.63,2.55,1.91,3.17,78573.03371,279480,112951.0791,1365538.462,
1235,0.64,2.54,1.91,3.17,80120.30075,274721.0526,112951.0791,1365538.462,
1236,0.63,2.54,1.91,3.17,78573.03371,274721.0526,112951.0791,1365538.462,
1237,0.64,2.53,1.91,3.2,80120.30075,270085.7143,112951.0791,1792000,
1238,0.63,2.53,1.9,3.18,78573.03371,270085.7143,111557.1429,1484000,
1239,0.64,2.53,1.9,3.18,80120.30075,270085.7143,111557.1429,1484000,
1240,0.64,2.54,1.9,3.16,80120.30075,274721.0526,111557.1429,1264000,
1241,0.62,2.53,1.91,3.18,77037.31343,270085.7143,112951.0791,1484000,
1242,0.64,2.54,1.9,3.18,80120.30075,274721.0526,111557.1429,1484000,
1243,0.64,2.52,1.91,3.17,80120.30075,265569.2308,112951.0791,1365538.462,
1244,0.62,2.54,1.91,3.17,77037.31343,274721.0526,112951.0791,1365538.462,
1245,0.62,2.53,1.91,3.19,77037.31343,270085.7143,112951.0791,1624000,
1246,0.64,2.52,1.91,3.18,80120.30075,265569.2308,112951.0791,1484000,
1247,0.63,2.53,1.92,3.17,78573.03371,270085.7143,114365.2174,1365538.462,
1248,0.64,2.51,1.91,3.17,80120.30075,261167.0886,112951.0791,1365538.462,
1249,0.64,2.52,1.91,3.17,80120.30075,265569.2308,112951.0791,1365538.462,
1250,0.63,2.51,1.9,3.17,78573.03371,261167.0886,111557.1429,1365538.462,
1251,0.64,2.51,1.91,3.17,80120.30075,261167.0886,112951.0791,1365538.462,
1252,0.62,2.5,1.9,3.19,77037.31343,256875,111557.1429,1624000,
1253,0.63,2.51,1.92,3.19,78573.03371,261167.0886,114365.2174,1624000,
1254,0.65,2.5,1.91,3.18,81679.24528,256875,112951.0791,1484000,
1255,0.63,2.52,1.9,3.17,78573.03371,265569.2308,111557.1429,1365538.462,
1256,0.63,2.5,1.91,3.17,78573.03371,256875,112951.0791,1365538.462,
1257,0.62,2.5,1.91,3.17,77037.31343,256875,112951.0791,1365538.462,
1258,0.63,2.5,1.92,3.19,78573.03371,256875,114365.2174,1624000,
1259,0.63,2.5,1.91,3.17,78573.03371,256875,112951.0791,1365538.462,
1260,0.63,2.52,1.91,3.19,78573.03371,265569.2308,112951.0791,1624000,
1261,0.64,2.5,1.91,3.19,80120.30075,256875,112951.0791,1624000,
1262,0.64,2.5,1.92,3.19,80120.30075,256875,114365.2174,1624000,
1263,0.63,2.51,1.93,3.19,78573.03371,261167.0886,115800,1624000,
1264,0.63,2.49,1.93,3.18,78573.03371,252688.8889,115800,1484000,
1265,0.63,2.5,1.92,3.18,78573.03371,256875,114365.2174,1484000,
1266,0.64,2.48,1.93,3.19,80120.30075,248604.878,115800,1624000,
1267,0.63,2.49,1.92,3.18,78573.03371,252688.8889,114365.2174,1484000,
1268,0.63,2.49,1.93,3.19,78573.03371,252688.8889,115800,1624000,
1269,0.64,2.48,1.93,3.2,80120.30075,248604.878,115800,1792000,
1270,0.63,2.48,1.93,3.2,78573.03371,248604.878,115800,1792000,
1271,0.63,2.48,1.94,3.2,78573.03371,248604.878,117255.8824,1792000,
1272,0.64,2.49,1.94,3.2,80120.30075,252688.8889,117255.8824,1792000,
1273,0.64,2.49,1.94,3.2,80120.30075,252688.8889,117255.8824,1792000,
1274,0.63,2.47,1.93,3.19,78573.03371,244619.2771,115800,1624000,
1275,0.64,2.47,1.93,3.18,80120.30075,244619.2771,115800,1484000,
1276,0.64,2.49,1.93,3.2,80120.30075,252688.8889,115800,1792000,
1277,0.62,2.47,1.95,3.2,77037.31343,244619.2771,118733.3333,1792000,
1278,0.63,2.46,1.93,3.21,78573.03371,240728.5714,115800,1997333.333,
1279,0.62,2.48,1.93,3.19,77037.31343,248604.878,115800,1624000,
1280,0.62,2.48,1.94,3.21,77037.31343,248604.878,117255.8824,1997333.333,
1281,0.62,2.47,1.95,3.21,77037.31343,244619.2771,118733.3333,1997333.333,
1282,0.63,2.47,1.93,3.2,78573.03371,244619.2771,115800,1792000,
1283,0.62,2.45,1.94,3.19,77037.31343,236929.4118,117255.8824,1624000,
1284,0.63,2.46,1.95,3.19,78573.03371,240728.5714,118733.3333,1624000,
1285,0.62,2.45,1.95,3.19,77037.31343,236929.4118,118733.3333,1624000,
1286,0.63,2.45,1.95,3.2,78573.03371,236929.4118,118733.3333,1792000,
1287,0.63,2.46,1.93,3.2,78573.03371,240728.5714,115800,1792000,
1288,0.63,2.45,1.95,3.2,78573.03371,236929.4118,118733.3333,1792000,
1289,0.63,2.44,1.94,3.21,78573.03371,233218.6047,117255.8824,1997333.333,
1290,0.64,2.46,1.95,3.21,80120.30075,240728.5714,118733.3333,1997333.333,
1291,0.64,2.45,1.95,3.21,80120.30075,236929.4118,118733.3333,1997333.333,
1292,0.63,2.44,1.96,3.22,78573.03371,233218.6047,120232.8358,2254000,
1293,0.63,2.45,1.96,3.21,78573.03371,236929.4118,120232.8358,1997333.333,
1294,0.63,2.45,1.95,3.2,78573.03371,236929.4118,118733.3333,1792000,
1295,0.64,2.43,1.96,3.21,80120.30075,229593.1034,120232.8358,1997333.333,
1296,0.63,2.43,1.95,3.2,78573.03371,229593.1034,118733.3333,1792000,
1297,0.63,2.42,1.96,3.2,78573.03371,226050,120232.8358,1792000,
1298,0.63,2.43,1.96,3.21,78573.03371,229593.1034,120232.8358,1997333.333,
1299,0.63,2.44,1.97,3.21,78573.03371,233218.6047,121754.8872,1997333.333,
1300,0.62,2.42,1.95,3.21,77037.31343,226050,118733.3333,1997333.333,
1301,0.62,2.42,1.98,3.2,77037.31343,226050,123300,1792000,
1302,0.62,2.43,1.99,3.2,77037.31343,229593.1034,124868.7023,1792000,
1303,0.64,2.42,1.98,3.21,80120.30075,226050,123300,1997333.333,
1304,0.63,2.41,1.97,3.2,78573.03371,222586.5169,121754.8872,1792000,
1305,0.64,2.42,1.97,3.21,80120.30075,226050,121754.8872,1997333.333,
1306,0.63,2.41,1.97,3.22,78573.03371,222586.5169,121754.8872,2254000,
1307,0.63,2.41,2,3.2,78573.03371,222586.5169,126461.5385,1792000,
1308,0.63,2.4,1.97,3.2,78573.03371,219200,121754.8872,1792000,
1309,0.63,2.4,1.98,3.21,78573.03371,219200,123300,1997333.333,
1310,0.64,2.39,1.98,3.21,80120.30075,215887.9121,123300,1997333.333,
1311,0.64,2.39,1.97,3.22,80120.30075,215887.9121,121754.8872,2254000,
1312,0.63,2.39,1.98,3.19,78573.03371,215887.9121,123300,1624000,
1313,0.63,2.38,1.99,3.21,78573.03371,212647.8261,124868.7023,1997333.333,
1314,0.63,2.38,1.98,3.21,78573.03371,212647.8261,123300,1997333.333,
1315,0.63,2.37,1.99,3.21,78573.03371,209477.4194,124868.7023,1997333.333,
1316,0.63,2.38,1.98,3.22,78573.03371,212647.8261,123300,2254000,
1317,0.63,2.38,2,3.21,78573.03371,212647.8261,126461.5385,1997333.333,
1318,0.64,2.38,2,3.21,80120.30075,212647.8261,126461.5385,1997333.333,
1319,0.64,2.36,1.99,3.22,80120.30075,206374.4681,124868.7023,2254000,
1320,0.63,2.36,2,3.21,78573.03371,206374.4681,126461.5385,1997333.333,
1321,0.64,2.36,1.98,3.19,80120.30075,206374.4681,123300,1624000,
1322,0.64,2.36,1.98,3.21,80120.30075,206374.4681,123300,1997333.333,
1323,0.63,2.36,1.98,3.22,78573.03371,206374.4681,123300,2254000,
1324,0.65,2.35,2,3.21,81679.24528,203336.8421,126461.5385,1997333.333,
1325,0.63,2.33,2,3.2,78573.03371,197449.4845,126461.5385,1792000,
1326,0.65,2.34,2,3.2,81679.24528,200362.5,126461.5385,1792000,
1327,0.65,2.33,1.99,3.21,81679.24528,197449.4845,124868.7023,1997333.333,
1328,0.65,2.32,1.99,3.2,81679.24528,194595.9184,124868.7023,1792000,
1329,0.65,2.32,1.99,3.21,81679.24528,194595.9184,124868.7023,1997333.333,
1330,0.64,2.31,1.98,3.2,80120.30075,191800,123300,1792000,
1331,0.64,2.31,2,3.22,80120.30075,191800,126461.5385,2254000,
1332,0.64,2.31,2,3.2,80120.30075,191800,126461.5385,1792000,
1333,0.65,2.31,2,3.21,81679.24528,191800,126461.5385,1997333.333,
1334,0.65,2.3,2,3.21,81679.24528,189060,126461.5385,1997333.333,
1335,0.65,2.29,2,3.21,81679.24528,186374.2574,126461.5385,1997333.333,
1336,0.65,2.3,2.01,3.21,81679.24528,189060,128079.0698,1997333.333,
1337,0.66,2.28,2.01,3.23,83250,183741.1765,128079.0698,2584000,
1338,0.64,2.28,2.01,3.2,80120.30075,183741.1765,128079.0698,1792000,
1339,0.64,2.28,2.01,3.23,80120.30075,183741.1765,128079.0698,2584000,
1340,0.65,2.28,2.01,3.21,81679.24528,183741.1765,128079.0698,1997333.333,
1341,0.65,2.27,2.01,3.22,81679.24528,181159.2233,128079.0698,2254000,
1342,0.65,2.26,2.01,3.2,81679.24528,178626.9231,128079.0698,1792000,
1343,0.66,2.26,2.02,3.21,83250,178626.9231,129721.875,1997333.333,
1344,0.66,2.26,2,3.22,83250,178626.9231,126461.5385,2254000,
1345,0.65,2.26,2.02,3.21,81679.24528,178626.9231,129721.875,1997333.333,
1346,0.66,2.24,2,3.22,83250,173705.6604,126461.5385,2254000,
1347,0.65,2.23,2,3.23,81679.24528,171314.0187,126461.5385,2584000,
1348,0.66,2.23,1.99,3.2,83250,171314.0187,124868.7023,1792000,
1349,0.64,2.23,2,3.22,80120.30075,171314.0187,126461.5385,2254000,
1350,0.66,2.22,2.01,3.21,83250,168966.6667,128079.0698,1997333.333,
1351,0.66,2.23,2.01,3.21,83250,171314.0187,128079.0698,1997333.333,
1352,0.66,2.21,2.01,3.22,83250,166662.3853,128079.0698,2254000,
1353,0.66,2.21,2.01,3.23,83250,166662.3853,128079.0698,2584000,
1354,0.66,2.19,2.01,3.22,83250,162178.3784,128079.0698,2254000,
1355,0.66,2.2,2,3.21,83250,164400,126461.5385,1997333.333,
1356,0.66,2.18,2.02,3.22,83250,159996.4286,129721.875,2254000,
1357,0.67,2.18,2.02,3.21,84832.69962,159996.4286,129721.875,1997333.333,
1358,0.66,2.18,2.02,3.22,83250,159996.4286,129721.875,2254000,
1359,0.66,2.18,2.02,3.21,83250,159996.4286,129721.875,1997333.333,
1360,0.67,2.18,2.02,3.21,84832.69962,159996.4286,129721.875,1997333.333,
1361,0.67,2.15,2,3.23,84832.69962,153678.2609,126461.5385,2584000,
1362,0.66,2.16,2.01,3.21,83250,155747.3684,128079.0698,1997333.333,
1363,0.67,2.15,2.01,3.21,84832.69962,153678.2609,128079.0698,1997333.333,
1364,0.66,2.13,2.01,3.21,83250,149646.1538,128079.0698,1997333.333,
1365,0.66,2.13,2.01,3.23,83250,149646.1538,128079.0698,2584000,
1366,0.67,2.11,2.01,3.22,84832.69962,145749.5798,128079.0698,2254000,
1367,0.66,2.1,2,3.21,83250,143850,126461.5385,1997333.333,
1368,0.67,2.09,2.02,3.22,84832.69962,141981.8182,129721.875,2254000,
1369,0.67,2.05,2.04,3.21,84832.69962,134808,133085.7143,1997333.333,
1370,0.67,2.04,2.02,3.22,84832.69962,133085.7143,129721.875,2254000,
1371,0.67,2.01,2.04,3.21,84832.69962,128079.0698,133085.7143,1997333.333,
1372,0.67,2.02,2.03,3.21,84832.69962,129721.875,131390.5512,1997333.333,
1373,0.68,2,2.03,3.23,86427.48092,126461.5385,131390.5512,2584000,
1374,0.68,2,2.04,3.21,86427.48092,126461.5385,133085.7143,1997333.333,
1375,0.67,2.01,2.05,3.2,84832.69962,128079.0698,134808,1792000,
1376,0.67,2,2.05,3.21,84832.69962,126461.5385,134808,1997333.333,
1377,0.68,2,2.05,3.21,86427.48092,126461.5385,134808,1997333.333,
1378,0.68,1.98,2.05,3.21,86427.48092,123300,134808,1997333.333,
1379,0.68,1.99,2.03,3.21,86427.48092,124868.7023,131390.5512,1997333.333,
1380,0.68,1.99,2.04,3.22,86427.48092,124868.7023,133085.7143,2254000,
1381,0.67,1.99,2.05,3.21,84832.69962,124868.7023,134808,1997333.333,
1382,0.68,1.99,2.04,3.21,86427.48092,124868.7023,133085.7143,1997333.333,
1383,0.68,1.99,2.04,3.22,86427.48092,124868.7023,133085.7143,2254000,
1384,0.68,1.99,2.03,3.23,86427.48092,124868.7023,131390.5512,2584000,
1385,0.68,1.97,2.04,3.24,86427.48092,121754.8872,133085.7143,3024000,
1386,0.68,1.98,2.03,3.21,86427.48092,123300,131390.5512,1997333.333,
1387,0.68,1.98,2.02,3.22,86427.48092,123300,129721.875,2254000,
1388,0.68,1.97,2.02,3.22,86427.48092,121754.8872,129721.875,2254000,
1389,0.68,1.98,2.02,3.22,86427.48092,123300,129721.875,2254000,
1390,0.68,1.97,2.01,3.23,86427.48092,121754.8872,128079.0698,2584000,
1391,0.69,1.96,2.03,3.23,88034.48276,120232.8358,131390.5512,2584000,
1392,0.69,1.97,2.02,3.22,88034.48276,121754.8872,129721.875,2254000,
1393,0.69,1.95,2.02,3.21,88034.48276,118733.3333,129721.875,1997333.333,
1394,0.68,1.95,2.02,3.21,86427.48092,118733.3333,129721.875,1997333.333,
1395,0.68,1.95,2.01,3.21,86427.48092,118733.3333,128079.0698,1997333.333,
1396,0.7,1.95,2.02,3.23,89653.84615,118733.3333,129721.875,2584000,
1397,0.68,1.95,2.02,3.21,86427.48092,118733.3333,129721.875,1997333.333,
1398,0.7,1.95,2.01,3.23,89653.84615,118733.3333,128079.0698,2584000,
1399,0.7,1.95,2.01,3.21,89653.84615,118733.3333,128079.0698,1997333.333,
1400,0.71,1.95,2.01,3.22,91285.71429,118733.3333,128079.0698,2254000,
1401,0.7,1.95,2,3.21,89653.84615,118733.3333,126461.5385,1997333.333,
1402,0.72,1.94,2.01,3.21,92930.23256,117255.8824,128079.0698,1997333.333,
1403,0.71,1.94,2,3.22,91285.71429,117255.8824,126461.5385,2254000,
1404,0.73,1.94,2,3.23,94587.54864,117255.8824,126461.5385,2584000,
1405,0.72,1.95,2,3.21,92930.23256,118733.3333,126461.5385,1997333.333,
1406,0.73,1.94,2,3.22,94587.54864,117255.8824,126461.5385,2254000,
1407,0.73,1.93,2.01,3.21,94587.54864,115800,128079.0698,1997333.333,
1408,0.73,1.94,2.01,3.22,94587.54864,117255.8824,128079.0698,2254000,
1409,0.74,1.93,2.03,3.23,96257.8125,115800,131390.5512,2584000,
1410,0.74,1.93,2.02,3.23,96257.8125,115800,129721.875,2584000,
1411,0.75,1.92,2.01,3.23,97941.17647,114365.2174,128079.0698,2584000,
1412,0.74,1.93,2.01,3.22,96257.8125,115800,128079.0698,2254000,
1413,0.74,1.92,2.02,3.22,96257.8125,114365.2174,129721.875,2254000,
1414,0.76,1.92,1.99,3.21,99637.79528,114365.2174,124868.7023,1997333.333,
1415,0.76,1.92,2.01,3.23,99637.79528,114365.2174,128079.0698,2584000,
1416,0.77,1.91,2,3.21,101347.8261,112951.0791,126461.5385,1997333.333,
1417,0.77,1.91,1.97,3.23,101347.8261,112951.0791,121754.8872,2584000,
1418,0.77,1.91,1.96,3.23,101347.8261,112951.0791,120232.8358,2584000,
1419,0.77,1.91,1.96,3.21,101347.8261,112951.0791,120232.8358,1997333.333,
1420,0.76,1.91,1.96,3.21,99637.79528,112951.0791,120232.8358,1997333.333,
1421,0.78,1.9,1.94,3.22,103071.4286,111557.1429,117255.8824,2254000,
1422,0.78,1.91,1.96,3.23,103071.4286,112951.0791,120232.8358,2584000,
1423,0.8,1.91,1.96,3.22,106560,112951.0791,120232.8358,2254000,
1424,0.79,1.91,1.96,3.22,104808.7649,112951.0791,120232.8358,2254000,
1425,0.79,1.91,1.96,3.22,104808.7649,112951.0791,120232.8358,2254000,
1426,0.8,1.91,1.96,3.21,106560,112951.0791,120232.8358,1997333.333,
1427,0.8,1.91,1.96,3.22,106560,112951.0791,120232.8358,2254000,
1428,0.79,1.9,1.95,3.23,104808.7649,111557.1429,118733.3333,2584000,
1429,0.78,1.91,1.96,3.21,103071.4286,112951.0791,120232.8358,1997333.333,
1430,0.79,1.9,1.95,3.22,104808.7649,111557.1429,118733.3333,2254000,
1431,0.78,1.9,1.95,3.21,103071.4286,111557.1429,118733.3333,1997333.333,
1432,0.79,1.9,1.95,3.22,104808.7649,111557.1429,118733.3333,2254000,
1433,0.8,1.89,1.95,3.22,106560,110182.9787,118733.3333,2254000,
1434,0.77,1.89,1.94,3.23,101347.8261,110182.9787,117255.8824,2584000,
1435,0.79,1.9,1.94,3.21,104808.7649,111557.1429,117255.8824,1997333.333,
1436,0.79,1.9,1.93,3.21,104808.7649,111557.1429,115800,1997333.333,
1437,0.79,1.89,1.93,3.21,104808.7649,110182.9787,115800,1997333.333,
1438,0.78,1.9,1.93,3.23,103071.4286,111557.1429,115800,2584000,
1439,0.79,1.9,1.93,3.23,104808.7649,111557.1429,115800,2584000,
1440,0.78,1.9,1.93,3.24,103071.4286,111557.1429,115800,3024000,
1441,0.78,1.89,1.93,3.21,103071.4286,110182.9787,115800,1997333.333,
1442,0.79,1.91,1.92,3.21,104808.7649,112951.0791,114365.2174,1997333.333,
1443,0.78,1.9,1.91,3.21,103071.4286,111557.1429,112951.0791,1997333.333,
1444,0.78,1.9,1.91,3.21,103071.4286,111557.1429,112951.0791,1997333.333,
1445,0.78,1.89,1.91,3.22,103071.4286,110182.9787,112951.0791,2254000,
1446,0.79,1.89,1.9,3.22,104808.7649,110182.9787,111557.1429,2254000,
1447,0.78,1.89,1.91,3.21,103071.4286,110182.9787,112951.0791,1997333.333,
1448,0.78,1.9,1.91,3.23,103071.4286,111557.1429,112951.0791,2584000,
1449,0.77,1.9,1.9,3.21,101347.8261,111557.1429,111557.1429,1997333.333,
1450,0.77,1.88,1.9,3.23,101347.8261,108828.169,111557.1429,2584000,
1451,0.77,1.9,1.9,3.23,101347.8261,111557.1429,111557.1429,2584000,
1452,0.77,1.89,1.91,3.21,101347.8261,110182.9787,112951.0791,1997333.333,
1453,0.76,1.89,1.9,3.21,99637.79528,110182.9787,111557.1429,1997333.333,
1454,0.75,1.88,1.91,3.23,97941.17647,108828.169,112951.0791,2584000,
1455,0.77,1.88,1.91,3.21,101347.8261,108828.169,112951.0791,1997333.333,
1456,0.76,1.89,1.9,3.21,99637.79528,110182.9787,111557.1429,1997333.333,
1457,0.76,1.89,1.91,3.23,99637.79528,110182.9787,112951.0791,2584000,
1458,0.77,1.88,1.9,3.21,101347.8261,108828.169,111557.1429,1997333.333,
1459,0.77,1.89,1.91,3.21,101347.8261,110182.9787,112951.0791,1997333.333,
1460,0.77,1.89,1.91,3.21,101347.8261,110182.9787,112951.0791,1997333.333,
1461,0.77,1.88,1.9,3.23,101347.8261,108828.169,111557.1429,2584000,
1462,0.76,1.89,1.91,3.23,99637.79528,110182.9787,112951.0791,2584000,
1463,0.78,1.9,1.9,3.22,103071.4286,111557.1429,111557.1429,2254000,
1464,0.76,1.88,1.9,3.22,99637.79528,108828.169,111557.1429,2254000,
1465,0.77,1.89,1.91,3.22,101347.8261,110182.9787,112951.0791,2254000,
1466,0.76,1.9,1.9,3.21,99637.79528,111557.1429,111557.1429,1997333.333,
1467,0.77,1.89,1.91,3.24,101347.8261,110182.9787,112951.0791,3024000,
1468,0.77,1.9,1.9,3.21,101347.8261,111557.1429,111557.1429,1997333.333,
1469,0.77,1.9,1.89,3.24,101347.8261,111557.1429,110182.9787,3024000,
1470,0.76,1.89,1.91,3.22,99637.79528,110182.9787,112951.0791,2254000,
1471,0.77,1.9,1.89,3.21,101347.8261,111557.1429,110182.9787,1997333.333,
1472,0.76,1.89,1.89,3.22,99637.79528,110182.9787,110182.9787,2254000,
1473,0.78,1.9,1.89,3.21,103071.4286,111557.1429,110182.9787,1997333.333,
1474,0.76,1.9,1.89,3.22,99637.79528,111557.1429,110182.9787,2254000,
1475,0.76,1.9,1.89,3.22,99637.79528,111557.1429,110182.9787,2254000,
1476,0.76,1.89,1.9,3.22,99637.79528,110182.9787,111557.1429,2254000,
1477,0.77,1.9,1.9,3.23,101347.8261,111557.1429,111557.1429,2584000,
1478,0.77,1.9,1.9,3.22,101347.8261,111557.1429,111557.1429,2254000,
1479,0.77,1.9,1.9,3.21,101347.8261,111557.1429,111557.1429,1997333.333,
1480,0.76,1.9,1.88,3.22,99637.79528,111557.1429,108828.169,2254000,
1481,0.77,1.89,1.91,3.23,101347.8261,110182.9787,112951.0791,2584000,
1482,0.76,1.9,1.9,3.22,99637.79528,111557.1429,111557.1429,2254000,
1483,0.77,1.9,1.88,3.22,101347.8261,111557.1429,108828.169,2254000,
1484,0.76,1.9,1.88,3.22,99637.79528,111557.1429,108828.169,2254000,
1485,0.76,1.9,1.89,3.21,99637.79528,111557.1429,110182.9787,1997333.333,
1486,0.76,1.89,1.88,3.21,99637.79528,110182.9787,108828.169,1997333.333,
1487,0.76,1.9,1.87,3.22,99637.79528,111557.1429,107492.3077,2254000,
1488,0.76,1.9,1.89,3.22,99637.79528,111557.1429,110182.9787,2254000,
1489,0.76,1.9,1.89,3.22,99637.79528,111557.1429,110182.9787,2254000,
1490,0.76,1.9,1.88,3.21,99637.79528,111557.1429,108828.169,1997333.333,
1491,0.75,1.9,1.87,3.23,97941.17647,111557.1429,107492.3077,2584000,
1492,0.75,1.9,1.87,3.2,97941.17647,111557.1429,107492.3077,1792000,
1493,0.76,1.9,1.87,3.21,99637.79528,111557.1429,107492.3077,1997333.333,
1494,0.76,1.89,1.87,3.2,99637.79528,110182.9787,107492.3077,1792000,
1495,0.76,1.89,1.86,3.21,99637.79528,110182.9787,106175,1997333.333,
1496,0.76,1.89,1.88,3.21,99637.79528,110182.9787,108828.169,1997333.333,
1497,0.76,1.89,1.87,3.22,99637.79528,110182.9787,107492.3077,2254000,
1498,0.75,1.9,1.86,3.21,97941.17647,111557.1429,106175,1997333.333,
1499,0.76,1.9,1.86,3.23,99637.79528,111557.1429,106175,2584000,
1500,0.76,1.9,1.86,3.23,99637.79528,111557.1429,106175,2584000,
1501,0.76,1.89,1.86,3.23,99637.79528,110182.9787,106175,2584000,
1502,0.75,1.9,1.87,3.23,97941.17647,111557.1429,107492.3077,2584000,
1503,0.75,1.89,1.87,3.23,97941.17647,110182.9787,107492.3077,2584000,
1504,0.75,1.9,1.86,3.22,97941.17647,111557.1429,106175,2254000,
1505,0.75,1.9,1.85,3.22,97941.17647,111557.1429,104875.8621,2254000,
1506,0.75,1.9,1.87,3.21,97941.17647,111557.1429,107492.3077,1997333.333,
1507,0.74,1.89,1.86,3.22,96257.8125,110182.9787,106175,2254000,
1508,0.75,1.9,1.86,3.22,97941.17647,111557.1429,106175,2254000,
1509,0.76,1.9,1.87,3.22,99637.79528,111557.1429,107492.3077,2254000,
1510,0.76,1.89,1.87,3.21,99637.79528,110182.9787,107492.3077,1997333.333,
1511,0.75,1.9,1.86,3.2,97941.17647,111557.1429,106175,1792000,
1512,0.75,1.9,1.86,3.22,97941.17647,111557.1429,106175,2254000,
1513,0.75,1.9,1.86,3.22,97941.17647,111557.1429,106175,2254000,
1514,0.74,1.89,1.85,3.23,96257.8125,110182.9787,104875.8621,2584000,
1515,0.76,1.9,1.86,3.23,99637.79528,111557.1429,106175,2584000,
1516,0.76,1.89,1.86,3.23,99637.79528,110182.9787,106175,2584000,
1517,0.76,1.89,1.87,3.21,99637.79528,110182.9787,107492.3077,1997333.333,
1518,0.75,1.89,1.85,3.23,97941.17647,110182.9787,104875.8621,2584000,
1519,0.75,1.89,1.86,3.21,97941.17647,110182.9787,106175,1997333.333,
1520,0.76,1.89,1.87,3.23,99637.79528,110182.9787,107492.3077,2584000,
1521,0.76,1.89,1.86,3.23,99637.79528,110182.9787,106175,2584000,
1522,0.76,1.9,1.87,3.21,99637.79528,111557.1429,107492.3077,1997333.333,
