Time,ADC Value,Voltage,Humidity,Temperature,Heat Index
95,700,0.56,45.00,22.60,22.09
96,735,0.59,45.00,22.60,22.09
97,699,0.56,45.00,22.60,22.09
98,733,0.59,45.00,22.60,22.09
99,700,0.56,45.00,22.60,22.09
100,734,0.59,45.00,22.60,22.09
101,698,0.56,45.00,22.60,22.09
102,735,0.59,45.00,22.60,22.09
103,694,0.56,45.00,22.60,22.09
104,734,0.59,45.00,22.60,22.09
105,700,0.56,45.00,22.60,22.09
106,738,0.59,45.00,22.60,22.09
107,701,0.56,45.00,22.60,22.09
108,734,0.59,45.00,22.60,22.09
109,699,0.56,45.00,22.60,22.09
110,734,0.59,45.00,22.60,22.09
111,698,0.56,45.00,22.60,22.09
112,733,0.59,45.00,22.60,22.09
113,699,0.56,45.00,22.60,22.09
114,735,0.59,45.00,22.60,22.09
115,698,0.56,45.00,22.60,22.09
116,733,0.59,45.00,22.60,22.09
117,699,0.56,45.00,22.60,22.09
118,735,0.59,45.00,22.60,22.09
119,698,0.56,45.00,22.60,22.09
120,734,0.59,45.00,22.60,22.09
121,700,0.56,45.00,22.60,22.09
122,733,0.59,45.00,22.60,22.09
123,698,0.56,45.00,22.60,22.09
124,730,0.59,45.00,22.60,22.09
125,699,0.56,45.00,22.60,22.09
126,734,0.59,45.00,22.60,22.09
127,698,0.56,45.00,22.60,22.09
128,735,0.59,45.00,22.60,22.09
129,699,0.56,45.00,22.60,22.09
130,733,0.59,45.00,22.60,22.09
131,697,0.56,45.00,22.60,22.09
132,734,0.59,45.00,22.60,22.09
133,700,0.56,45.00,22.60,22.09
134,732,0.59,45.00,22.60,22.09
135,702,0.57,45.00,22.60,22.09
136,733,0.59,45.00,22.60,22.09
137,699,0.56,45.00,22.60,22.09
138,731,0.59,45.00,22.60,22.09
139,698,0.56,45.00,22.60,22.09
140,735,0.59,45.00,22.60,22.09
141,699,0.56,45.00,22.60,22.09
142,734,0.59,45.00,22.60,22.09
143,698,0.56,45.00,22.60,22.09
144,734,0.59,45.00,22.60,22.09
145,699,0.56,45.00,22.60,22.09
146,735,0.59,45.00,22.60,22.09
147,699,0.56,45.00,22.60,22.09
148,734,0.59,45.00,22.60,22.09
149,697,0.56,45.00,22.60,22.09
150,736,0.59,45.00,22.60,22.09
151,699,0.56,45.00,22.60,22.09
152,733,0.59,45.00,22.60,22.09
153,699,0.56,45.00,22.60,22.09
154,734,0.59,45.00,22.60,22.09
155,698,0.56,45.00,22.60,22.09
156,733,0.59,45.00,22.60,22.09
157,700,0.56,45.00,22.60,22.09
158,733,0.59,45.00,22.60,22.09
159,698,0.56,45.00,22.60,22.09
160,735,0.59,45.00,22.60,22.09
161,698,0.56,45.00,22.60,22.09
162,734,0.59,45.00,22.60,22.09
163,699,0.56,45.00,22.60,22.09
164,733,0.59,45.00,22.60,22.09
165,697,0.56,45.00,22.60,22.09
166,735,0.59,45.00,22.60,22.09
167,698,0.56,45.00,22.60,22.09
168,734,0.59,45.00,22.60,22.09
169,698,0.56,45.00,22.60,22.09
170,735,0.59,45.00,22.60,22.09
171,698,0.56,45.00,22.60,22.09
172,734,0.59,45.00,22.60,22.09
173,701,0.56,45.00,22.60,22.09
174,733,0.59,45.00,22.60,22.09
175,698,0.56,45.00,22.60,22.09
176,725,0.58,45.00,22.60,22.09
177,697,0.56,45.00,22.60,22.09
178,725,0.58,45.00,22.60,22.09
179,697,0.56,45.00,22.60,22.09
180,754,0.61,45.00,22.60,22.09
181,701,0.56,45.00,22.60,22.09
182,733,0.59,45.00,22.60,22.09
183,697,0.56,45.00,22.60,22.09
184,734,0.59,45.00,22.60,22.09
185,700,0.56,45.00,22.60,22.09
186,734,0.59,45.00,22.60,22.09
187,698,0.56,45.00,22.60,22.09
188,723,0.58,45.00,22.60,22.09
189,695,0.56,45.00,22.60,22.09
190,730,0.59,45.00,22.60,22.09
191,696,0.56,45.00,22.60,22.09
192,725,0.58,45.00,22.60,22.09
193,695,0.56,45.00,22.60,22.09
194,726,0.59,45.00,22.60,22.09
195,695,0.56,45.00,22.60,22.09
196,735,0.59,45.00,22.60,22.09
197,698,0.56,45.00,22.60,22.09
198,736,0.59,45.00,22.60,22.09
199,699,0.56,45.00,22.60,22.09
200,723,0.58,45.00,22.60,22.09
201,698,0.56,45.00,22.60,22.09
202,734,0.59,45.00,22.60,22.09
203,699,0.56,45.00,22.60,22.09
204,734,0.59,45.00,22.60,22.09
205,699,0.56,45.00,22.60,22.09
206,733,0.59,45.00,22.60,22.09
207,698,0.56,45.00,22.60,22.09
208,734,0.59,45.00,22.60,22.09
209,699,0.56,45.00,22.60,22.09
210,734,0.59,45.00,22.60,22.09
211,687,0.55,45.00,22.60,22.09
212,734,0.59,45.00,22.60,22.09
213,701,0.56,45.00,22.60,22.09
214,735,0.59,45.00,22.60,22.09
215,700,0.56,45.00,22.60,22.09
216,718,0.58,45.00,22.60,22.09
217,699,0.56,45.00,22.60,22.09
218,733,0.59,45.00,22.60,22.09
219,694,0.56,45.00,22.60,22.09
220,734,0.59,45.00,22.60,22.09
221,699,0.56,45.00,22.60,22.09
222,726,0.59,45.00,22.60,22.09
223,698,0.56,45.00,22.60,22.09
224,734,0.59,45.00,22.60,22.09
225,698,0.56,45.00,22.60,22.09
226,743,0.60,45.00,22.60,22.09
227,699,0.56,45.00,22.60,22.09
228,734,0.59,45.00,22.60,22.09
229,695,0.56,45.00,22.60,22.09
230,734,0.59,45.00,22.60,22.09
231,699,0.56,45.00,22.60,22.09
232,733,0.59,45.00,22.60,22.09
233,700,0.56,45.00,22.60,22.09
234,734,0.59,45.00,22.60,22.09
235,700,0.56,45.00,22.60,22.09
236,736,0.59,45.00,22.60,22.09
237,695,0.56,45.00,22.60,22.09
238,734,0.59,45.00,22.60,22.09
239,700,0.56,45.00,22.60,22.09
240,734,0.59,45.00,22.60,22.09
241,698,0.56,45.00,22.60,22.09
242,727,0.59,45.00,22.60,22.09
243,698,0.56,45.00,22.60,22.09
244,733,0.59,45.00,22.60,22.09
245,693,0.56,45.00,22.60,22.09
246,734,0.59,45.00,22.60,22.09
247,698,0.56,45.00,22.60,22.09
248,734,0.59,45.00,22.60,22.09
249,701,0.56,45.00,22.60,22.09
250,734,0.59,45.00,22.60,22.09
251,698,0.56,45.00,22.60,22.09
252,732,0.59,45.00,22.60,22.09
253,698,0.56,45.00,22.60,22.09
254,735,0.59,45.00,22.60,22.09
255,698,0.56,45.00,22.60,22.09
256,736,0.59,45.00,22.60,22.09
257,700,0.56,45.00,22.60,22.09
258,734,0.59,45.00,22.60,22.09
259,686,0.55,45.00,22.60,22.09
260,734,0.59,45.00,22.60,22.09
261,698,0.56,45.00,22.60,22.09
262,733,0.59,45.00,22.60,22.09
263,699,0.56,45.00,22.60,22.09
264,735,0.59,45.00,22.60,22.09
265,698,0.56,45.00,22.60,22.09
266,734,0.59,45.00,22.60,22.09
267,698,0.56,45.00,22.60,22.09
268,734,0.59,45.00,22.60,22.09
269,700,0.56,45.00,22.60,22.09
270,736,0.59,45.00,22.60,22.09
271,699,0.56,45.00,22.60,22.09
272,733,0.59,45.00,22.60,22.09
273,699,0.56,45.00,22.60,22.09
274,734,0.59,45.00,22.60,22.09
275,695,0.56,45.00,22.60,22.09
276,733,0.59,45.00,22.60,22.09
277,697,0.56,45.00,22.60,22.09
278,735,0.59,45.00,22.60,22.09
279,699,0.56,45.00,22.60,22.09
280,730,0.59,45.00,22.60,22.09
281,699,0.56,45.00,22.60,22.09
282,733,0.59,45.00,22.60,22.09
283,699,0.56,45.00,22.60,22.09
284,734,0.59,45.00,22.60,22.09
285,697,0.56,45.00,22.60,22.09
286,734,0.59,45.00,22.60,22.09
287,698,0.56,45.00,22.60,22.09
288,733,0.59,45.00,22.60,22.09
289,699,0.56,45.00,22.60,22.09
290,734,0.59,45.00,22.60,22.09
291,699,0.56,45.00,22.60,22.09
292,733,0.59,45.00,22.60,22.09
293,695,0.56,45.00,22.60,22.09
294,733,0.59,45.00,22.60,22.09
295,697,0.56,45.00,22.60,22.09
296,734,0.59,45.00,22.60,22.09
297,699,0.56,45.00,22.60,22.09
298,734,0.59,45.00,22.60,22.09
299,699,0.56,45.00,22.60,22.09
300,735,0.59,45.00,22.60,22.09
301,699,0.56,45.00,22.60,22.09
302,731,0.59,45.00,22.60,22.09
303,699,0.56,45.00,22.60,22.09
304,735,0.59,45.00,22.60,22.09
305,699,0.56,45.00,22.60,22.09
306,729,0.59,45.00,22.60,22.09
307,698,0.56,45.00,22.60,22.09
308,733,0.59,45.00,22.60,22.09
309,699,0.56,45.00,22.60,22.09
310,735,0.59,45.00,22.60,22.09
311,699,0.56,45.00,22.60,22.09
312,713,0.57,45.00,22.60,22.09
313,694,0.56,45.00,22.60,22.09
314,727,0.59,45.00,22.60,22.09
315,697,0.56,45.00,22.60,22.09
316,729,0.59,45.00,22.60,22.09
317,695,0.56,45.00,22.60,22.09
318,728,0.59,45.00,22.60,22.09
319,693,0.56,45.00,22.60,22.09
320,727,0.59,45.00,22.60,22.09
321,697,0.56,45.00,22.60,22.09
322,734,0.59,45.00,22.60,22.09
323,698,0.56,45.00,22.60,22.09
324,733,0.59,45.00,22.60,22.09
325,699,0.56,45.00,22.60,22.09
326,734,0.59,45.00,22.60,22.09
327,694,0.56,45.00,22.60,22.09
328,729,0.59,45.00,22.60,22.09
329,698,0.56,45.00,22.60,22.09
330,736,0.59,45.00,22.60,22.09
331,700,0.56,45.00,22.60,22.09
332,736,0.59,45.00,22.60,22.09
333,701,0.56,45.00,22.60,22.09
334,734,0.59,45.00,22.60,22.09
335,698,0.56,45.00,22.60,22.09
336,734,0.59,45.00,22.60,22.09
337,695,0.56,45.00,22.60,22.09
338,734,0.59,45.00,22.60,22.09
339,698,0.56,45.00,22.60,22.09
340,733,0.59,45.00,22.60,22.09
341,699,0.56,45.00,22.60,22.09
342,733,0.59,45.00,22.60,22.09
343,700,0.56,45.00,22.60,22.09
344,734,0.59,45.00,22.60,22.09
345,699,0.56,45.00,22.60,22.09
346,734,0.59,45.00,22.60,22.09
347,699,0.56,45.00,22.60,22.09
348,734,0.59,45.00,22.60,22.09
349,699,0.56,45.00,22.60,22.09
350,735,0.59,45.00,22.60,22.09
351,699,0.56,45.00,22.60,22.09
352,727,0.59,45.00,22.60,22.09
353,696,0.56,45.00,22.60,22.09
354,733,0.59,45.00,22.60,22.09
355,699,0.56,45.00,22.60,22.09
356,734,0.59,45.00,22.60,22.09
357,699,0.56,45.00,22.60,22.09
358,730,0.59,45.00,22.60,22.09
359,703,0.57,45.00,22.60,22.09
360,733,0.59,45.00,22.60,22.09
361,695,0.56,45.00,22.60,22.09
362,735,0.59,45.00,22.60,22.09
363,709,0.57,45.00,22.60,22.09
364,733,0.59,45.00,22.60,22.09
365,697,0.56,45.00,22.60,22.09
366,734,0.59,45.00,22.60,22.09
367,698,0.56,45.00,22.60,22.09
368,734,0.59,45.00,22.60,22.09
369,698,0.56,45.00,22.60,22.09
370,733,0.59,45.00,22.60,22.09
371,697,0.56,45.00,22.60,22.09
372,735,0.59,45.00,22.60,22.09
373,698,0.56,45.00,22.60,22.09
374,734,0.59,45.00,22.60,22.09
375,698,0.56,45.00,22.60,22.09
376,734,0.59,45.00,22.60,22.09
377,699,0.56,45.00,22.60,22.09
378,731,0.59,45.00,22.60,22.09
379,701,0.56,45.00,22.60,22.09
380,733,0.59,45.00,22.60,22.09
381,699,0.56,45.00,22.60,22.09
382,731,0.59,45.00,22.60,22.09
383,699,0.56,45.00,22.60,22.09
384,733,0.59,45.00,22.60,22.09
385,699,0.56,45.00,22.60,22.09
386,734,0.59,45.00,22.60,22.09
387,699,0.56,45.00,22.60,22.09
388,734,0.59,45.00,22.60,22.09
389,699,0.56,45.00,22.60,22.09
390,735,0.59,45.00,22.60,22.09
391,695,0.56,45.00,22.60,22.09
392,733,0.59,45.00,22.60,22.09
393,700,0.56,45.00,22.60,22.09
394,733,0.59,45.00,22.60,22.09
395,698,0.56,45.00,22.60,22.09
396,734,0.59,45.00,22.60,22.09
397,699,0.56,45.00,22.60,22.09
398,736,0.59,45.00,22.60,22.09
399,700,0.56,45.00,22.60,22.09
400,734,0.59,45.00,22.60,22.09
401,699,0.56,45.00,22.60,22.09
402,734,0.59,45.00,22.60,22.09
403,720,0.58,45.00,22.60,22.09
404,733,0.59,45.00,22.60,22.09
405,699,0.56,45.00,22.60,22.09
406,734,0.59,45.00,22.60,22.09
407,699,0.56,45.00,22.60,22.09
408,733,0.59,45.00,22.60,22.09
409,699,0.56,45.00,22.60,22.09
410,735,0.59,45.00,22.60,22.09
411,720,0.58,45.00,22.60,22.09
412,734,0.59,45.00,22.60,22.09
413,700,0.56,45.00,22.60,22.09
414,733,0.59,45.00,22.60,22.09
415,698,0.56,45.00,22.60,22.09
416,735,0.59,45.00,22.60,22.09
417,698,0.56,45.00,22.60,22.09
418,735,0.59,45.00,22.60,22.09
419,699,0.56,45.00,22.60,22.09
420,733,0.59,45.00,22.60,22.09
421,694,0.56,45.00,22.60,22.09
422,731,0.59,45.00,22.60,22.09
423,698,0.56,45.00,22.60,22.09
424,736,0.59,45.00,22.60,22.09
425,700,0.56,45.00,22.60,22.09
426,734,0.59,45.00,22.60,22.09
427,697,0.56,45.00,22.60,22.09
428,733,0.59,45.00,22.60,22.09
429,697,0.56,45.00,22.60,22.09
430,735,0.59,45.00,22.60,22.09
431,697,0.56,45.00,22.60,22.09
432,731,0.59,45.00,22.60,22.09
433,700,0.56,45.00,22.60,22.09
434,735,0.59,45.00,22.60,22.09
435,699,0.56,45.00,22.60,22.09
436,735,0.59,45.00,22.60,22.09
437,698,0.56,45.00,22.60,22.09
438,735,0.59,45.00,22.60,22.09
439,698,0.56,45.00,22.60,22.09
440,735,0.59,45.00,22.60,22.09
441,700,0.56,45.00,22.60,22.09
442,734,0.59,45.00,22.60,22.09
443,703,0.57,45.00,22.60,22.09
444,734,0.59,45.00,22.60,22.09
445,700,0.56,45.00,22.60,22.09
446,733,0.59,45.00,22.60,22.09
447,703,0.57,45.00,22.60,22.09
448,733,0.59,45.00,22.60,22.09
449,700,0.56,45.00,22.60,22.09
450,733,0.59,45.00,22.60,22.09
451,698,0.56,45.00,22.60,22.09
452,733,0.59,45.00,22.60,22.09
453,700,0.56,45.00,22.60,22.09
454,735,0.59,45.00,22.60,22.09
455,699,0.56,45.00,22.60,22.09
456,734,0.59,45.00,22.60,22.09
457,700,0.56,45.00,22.60,22.09
458,731,0.59,45.00,22.60,22.09
459,692,0.56,45.00,22.60,22.09
460,734,0.59,45.00,22.60,22.09
461,699,0.56,45.00,22.60,22.09
462,733,0.59,45.00,22.60,22.09
463,698,0.56,45.00,22.60,22.09
464,734,0.59,45.00,22.60,22.09
465,700,0.56,45.00,22.60,22.09
466,733,0.59,45.00,22.60,22.09
467,696,0.56,45.00,22.60,22.09
468,734,0.59,45.00,22.60,22.09
469,699,0.56,45.00,22.60,22.09
470,734,0.59,45.00,22.60,22.09
471,698,0.56,45.00,22.60,22.09
472,733,0.59,45.00,22.60,22.09
473,699,0.56,45.00,22.60,22.09
474,734,0.59,45.00,22.60,22.09
475,694,0.56,45.00,22.60,22.09
476,734,0.59,45.00,22.60,22.09
477,698,0.56,45.00,22.60,22.09
478,739,0.60,45.00,22.60,22.09
479,698,0.56,45.00,22.60,22.09
480,734,0.59,45.00,22.60,22.09
481,699,0.56,45.00,22.60,22.09
482,733,0.59,45.00,22.60,22.09
483,697,0.56,45.00,22.60,22.09
484,734,0.59,45.00,22.60,22.09
485,699,0.56,45.00,22.60,22.09
486,734,0.59,45.00,22.60,22.09
487,697,0.56,45.00,22.60,22.09
488,722,0.58,45.00,22.60,22.09
489,679,0.55,45.00,22.60,22.09
490,727,0.59,45.00,22.60,22.09
491,693,0.56,45.00,22.60,22.09
492,727,0.59,45.00,22.60,22.09
493,697,0.56,45.00,22.60,22.09
